[repro] started_at=2026-09-11T17:58:42+08:00
[repro] run_id=20260911_175842_mooc_pid733399
[repro] repo_commit=28ca94a06771c46073b650de3daa95e0939342ba
[repro] tracked_patch_sha256=9c5c573c67cf67dc7b1588abbd796fcb30acf6e937c3b9a8782fcb9438909540
[repro] patch_stat= model/utils.py                       |  99 +++++++++++++
[repro] patch_stat= scalable_tgn_link_prediction.py      | 274 ++++++++++++++++++++++++++++++++---
[repro] patch_stat= scalable_tgn_main_link_prediction.py |  64 +++++++-
[repro] patch_stat= 3 files changed, 410 insertions(+), 27 deletions(-)
[repro] dataset=mooc gpu=0 env=scadyg
[repro] eval_manifest=/home/lab_user/project/lzc/results/scadyg/protocols/mooc_full_item_v1.npz
[repro] eval_manifest_sha256=f314bf0ef2afecc8c127d89f32620f47075f438ebe21ee960b146d69cafe8da1
[repro] checkpoint_dir=/home/lab_user/project/lzc/results/scadyg/checkpoints/20260911_175842_mooc_pid733399
[repro] command=python scalable_tgn_main_link_prediction.py --dataset mooc --cuda_device 0 --eval_manifest /home/lab_user/project/lzc/results/scadyg/protocols/mooc_full_item_v1.npz --checkpoint_dir /home/lab_user/project/lzc/results/scadyg/checkpoints/20260911_175842_mooc_pid733399 --repo_commit 28ca94a06771c46073b650de3daa95e0939342ba --seed 0 --selection_metric filtered_mrr --eval_protocol both
[repro] torch=2.2.1+cu121 pyg=2.8.0.post1 dgl=2.2.1+cu121
[repro] cuda=True gpu_count=1
[repro] gpu_name=NVIDIA GeForce RTX 3090
[Fri Sep 11 17:58:48 2026|scalable_tgn_main_link_prediction.py|INFO] evaluation protocol:both, manifest_sha256:f314bf0ef2afecc8c127d89f32620f47075f438ebe21ee960b146d69cafe8da1, edge_index_sha256:e8b017550b97172caa9334cc6a5cba18bbd052f30ef93ecd2cdb17c4ff24e33c, valid_destination_count:97
[Fri Sep 11 17:59:11 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:0, loss:0.28585, official_mrr:0.76849, filtered_mrr:0.02381, acc:0.99284, ap:0.98708, f1:0.99284, macro_auc:0.99393, micro_auc:0.99393
[Fri Sep 11 17:59:11 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:0, snapshot:75, positives:4118, sources:329, mean_negatives:84.600, min_negatives:57, max_negatives:96
[Fri Sep 11 17:59:12 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:0, loss:0.25466, official_mrr:0.77307, filtered_mrr:0.02604, acc:0.99320, ap:0.98716, f1:0.99320, macro_auc:0.99392, micro_auc:0.99392
[Fri Sep 11 17:59:12 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:0, snapshot:76, positives:4118, sources:359, mean_negatives:81.110, min_negatives:36, max_negatives:96
[Fri Sep 11 17:59:12 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:0, loss:0.19247, official_mrr:0.78840, filtered_mrr:0.02568, acc:0.99356, ap:0.99069, f1:0.99356, macro_auc:0.99540, micro_auc:0.99540
[Fri Sep 11 17:59:12 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:0, snapshot:77, positives:4118, sources:319, mean_negatives:82.029, min_negatives:53, max_negatives:96
[Fri Sep 11 17:59:12 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:0, loss:0.35633, official_mrr:0.74276, filtered_mrr:0.02438, acc:0.99102, ap:0.98300, f1:0.99101, macro_auc:0.99207, micro_auc:0.99207
[Fri Sep 11 17:59:12 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:0, snapshot:78, positives:4118, sources:352, mean_negatives:83.768, min_negatives:51, max_negatives:96
[Fri Sep 11 17:59:12 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:0, loss:0.27488, official_mrr:0.75683, filtered_mrr:0.02446, acc:0.99417, ap:0.98771, f1:0.99417, macro_auc:0.99413, micro_auc:0.99413
[Fri Sep 11 17:59:12 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:0, snapshot:79, positives:4118, sources:371, mean_negatives:84.239, min_negatives:63, max_negatives:96
[Fri Sep 11 17:59:12 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:0, loss:0.32252, official_mrr:0.76881, filtered_mrr:0.02509, acc:0.99150, ap:0.98369, f1:0.99150, macro_auc:0.99148, micro_auc:0.99148
[Fri Sep 11 17:59:12 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:0, snapshot:80, positives:4118, sources:401, mean_negatives:83.221, min_negatives:39, max_negatives:96
[Fri Sep 11 17:59:12 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:0, loss:0.27513, official_mrr:0.78798, filtered_mrr:0.02546, acc:0.99393, ap:0.98818, f1:0.99393, macro_auc:0.99439, micro_auc:0.99439
[Fri Sep 11 17:59:12 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:0, snapshot:81, positives:4118, sources:339, mean_negatives:81.805, min_negatives:44, max_negatives:96
[Fri Sep 11 17:59:13 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:0, loss:0.35562, official_mrr:0.75210, filtered_mrr:0.02650, acc:0.99344, ap:0.98511, f1:0.99344, macro_auc:0.99325, micro_auc:0.99325
[Fri Sep 11 17:59:13 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:0, snapshot:82, positives:4118, sources:396, mean_negatives:82.735, min_negatives:34, max_negatives:96
[Fri Sep 11 17:59:13 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:0, loss:0.27929, official_mrr:0.76950, filtered_mrr:0.02376, acc:0.99259, ap:0.98804, f1:0.99259, macro_auc:0.99414, micro_auc:0.99414
[Fri Sep 11 17:59:13 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:0, snapshot:83, positives:4118, sources:391, mean_negatives:85.125, min_negatives:64, max_negatives:96
[Fri Sep 11 17:59:13 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:0, loss:0.35192, official_mrr:0.77165, filtered_mrr:0.02572, acc:0.99174, ap:0.98480, f1:0.99174, macro_auc:0.99281, micro_auc:0.99281
[Fri Sep 11 17:59:13 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:0, snapshot:84, positives:4118, sources:371, mean_negatives:82.074, min_negatives:46, max_negatives:96
[Fri Sep 11 17:59:13 2026|scalable_tgn_link_prediction.py|INFO] validation summary epoch:0, avg_official_mrr:0.77215, global_filtered_mrr:0.02587, avg_ap:0.98634, selection_metric:filtered_mrr, selection_score:0.02587
[Fri Sep 11 17:59:26 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:1, loss:0.25490, official_mrr:0.76631, filtered_mrr:0.02758, acc:0.99466, ap:0.98801, f1:0.99466, macro_auc:0.99460, micro_auc:0.99460
[Fri Sep 11 17:59:26 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:1, snapshot:70, positives:4118, sources:324, mean_negatives:83.555, min_negatives:51, max_negatives:96
[Fri Sep 11 17:59:26 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:1, loss:0.28051, official_mrr:0.77810, filtered_mrr:0.02646, acc:0.99308, ap:0.98785, f1:0.99308, macro_auc:0.99438, micro_auc:0.99438
[Fri Sep 11 17:59:26 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:1, snapshot:71, positives:4118, sources:344, mean_negatives:84.298, min_negatives:43, max_negatives:96
[Fri Sep 11 17:59:27 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:1, loss:0.33769, official_mrr:0.78110, filtered_mrr:0.02967, acc:0.98932, ap:0.98207, f1:0.98931, macro_auc:0.98963, micro_auc:0.98963
[Fri Sep 11 17:59:27 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:1, snapshot:72, positives:4118, sources:321, mean_negatives:80.469, min_negatives:29, max_negatives:96
[Fri Sep 11 17:59:27 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:1, loss:0.28411, official_mrr:0.77968, filtered_mrr:0.02551, acc:0.98871, ap:0.98530, f1:0.98871, macro_auc:0.99277, micro_auc:0.99277
[Fri Sep 11 17:59:27 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:1, snapshot:73, positives:4118, sources:306, mean_negatives:81.326, min_negatives:54, max_negatives:96
[Fri Sep 11 17:59:27 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:1, loss:0.30132, official_mrr:0.75537, filtered_mrr:0.02643, acc:0.99271, ap:0.98422, f1:0.99271, macro_auc:0.99231, micro_auc:0.99231
[Fri Sep 11 17:59:27 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:1, snapshot:74, positives:4118, sources:307, mean_negatives:80.789, min_negatives:45, max_negatives:96
[Fri Sep 11 17:59:27 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:1, loss:0.28238, official_mrr:0.75527, filtered_mrr:0.02386, acc:0.99235, ap:0.98710, f1:0.99235, macro_auc:0.99391, micro_auc:0.99391
[Fri Sep 11 17:59:27 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:1, snapshot:75, positives:4118, sources:329, mean_negatives:84.600, min_negatives:57, max_negatives:96
[Fri Sep 11 17:59:27 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:1, loss:0.25234, official_mrr:0.76927, filtered_mrr:0.02631, acc:0.99247, ap:0.98604, f1:0.99247, macro_auc:0.99325, micro_auc:0.99325
[Fri Sep 11 17:59:27 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:1, snapshot:76, positives:4118, sources:359, mean_negatives:81.110, min_negatives:36, max_negatives:96
[Fri Sep 11 17:59:27 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:1, loss:0.19107, official_mrr:0.74843, filtered_mrr:0.02539, acc:0.99332, ap:0.98916, f1:0.99332, macro_auc:0.99446, micro_auc:0.99446
[Fri Sep 11 17:59:27 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:1, snapshot:77, positives:4118, sources:319, mean_negatives:82.029, min_negatives:53, max_negatives:96
[Fri Sep 11 17:59:27 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:1, loss:0.34922, official_mrr:0.75758, filtered_mrr:0.02389, acc:0.99102, ap:0.98244, f1:0.99101, macro_auc:0.99175, micro_auc:0.99175
[Fri Sep 11 17:59:27 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:1, snapshot:78, positives:4118, sources:352, mean_negatives:83.768, min_negatives:51, max_negatives:96
[Fri Sep 11 17:59:28 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:1, loss:0.27143, official_mrr:0.76074, filtered_mrr:0.02441, acc:0.99381, ap:0.98700, f1:0.99381, macro_auc:0.99380, micro_auc:0.99380
[Fri Sep 11 17:59:28 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:1, snapshot:79, positives:4118, sources:371, mean_negatives:84.239, min_negatives:63, max_negatives:96
[Fri Sep 11 17:59:28 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:1, loss:0.30784, official_mrr:0.78255, filtered_mrr:0.02486, acc:0.99186, ap:0.98207, f1:0.99186, macro_auc:0.99074, micro_auc:0.99074
[Fri Sep 11 17:59:28 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:1, snapshot:80, positives:4118, sources:401, mean_negatives:83.221, min_negatives:39, max_negatives:96
[Fri Sep 11 17:59:28 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:1, loss:0.24766, official_mrr:0.79452, filtered_mrr:0.02586, acc:0.99441, ap:0.98766, f1:0.99441, macro_auc:0.99393, micro_auc:0.99393
[Fri Sep 11 17:59:28 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:1, snapshot:81, positives:4118, sources:339, mean_negatives:81.805, min_negatives:44, max_negatives:96
[Fri Sep 11 17:59:28 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:1, loss:0.34100, official_mrr:0.77264, filtered_mrr:0.02656, acc:0.99296, ap:0.98433, f1:0.99296, macro_auc:0.99303, micro_auc:0.99303
[Fri Sep 11 17:59:28 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:1, snapshot:82, positives:4118, sources:396, mean_negatives:82.735, min_negatives:34, max_negatives:96
[Fri Sep 11 17:59:28 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:1, loss:0.24932, official_mrr:0.77796, filtered_mrr:0.02394, acc:0.99284, ap:0.98769, f1:0.99284, macro_auc:0.99397, micro_auc:0.99397
[Fri Sep 11 17:59:28 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:1, snapshot:83, positives:4118, sources:391, mean_negatives:85.125, min_negatives:64, max_negatives:96
[Fri Sep 11 17:59:28 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:1, loss:0.33595, official_mrr:0.77371, filtered_mrr:0.02573, acc:0.99150, ap:0.98358, f1:0.99150, macro_auc:0.99214, micro_auc:0.99214
[Fri Sep 11 17:59:28 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:1, snapshot:84, positives:4118, sources:371, mean_negatives:82.074, min_negatives:46, max_negatives:96
[Fri Sep 11 17:59:28 2026|scalable_tgn_link_prediction.py|INFO] validation summary epoch:1, avg_official_mrr:0.77022, global_filtered_mrr:0.02576, avg_ap:0.98563, selection_metric:filtered_mrr, selection_score:0.02576
[Fri Sep 11 17:59:41 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:2, loss:0.34826, official_mrr:0.71199, filtered_mrr:0.01960, acc:0.99441, ap:0.99231, f1:0.99441, macro_auc:0.99610, micro_auc:0.99610
[Fri Sep 11 17:59:41 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:2, snapshot:70, positives:4118, sources:324, mean_negatives:83.555, min_negatives:51, max_negatives:96
[Fri Sep 11 17:59:42 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:2, loss:0.46338, official_mrr:0.66662, filtered_mrr:0.01779, acc:0.99271, ap:0.99050, f1:0.99271, macro_auc:0.99521, micro_auc:0.99521
[Fri Sep 11 17:59:42 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:2, snapshot:71, positives:4118, sources:344, mean_negatives:84.298, min_negatives:43, max_negatives:96
[Fri Sep 11 17:59:42 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:2, loss:0.58738, official_mrr:0.66506, filtered_mrr:0.02202, acc:0.98871, ap:0.98580, f1:0.98871, macro_auc:0.99100, micro_auc:0.99100
[Fri Sep 11 17:59:42 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:2, snapshot:72, positives:4118, sources:321, mean_negatives:80.469, min_negatives:29, max_negatives:96
[Fri Sep 11 17:59:42 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:2, loss:0.56738, official_mrr:0.65686, filtered_mrr:0.01764, acc:0.98810, ap:0.98857, f1:0.98810, macro_auc:0.99414, micro_auc:0.99414
[Fri Sep 11 17:59:42 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:2, snapshot:73, positives:4118, sources:306, mean_negatives:81.326, min_negatives:54, max_negatives:96
[Fri Sep 11 17:59:42 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:2, loss:0.49426, official_mrr:0.68480, filtered_mrr:0.01892, acc:0.99211, ap:0.99024, f1:0.99211, macro_auc:0.99506, micro_auc:0.99506
[Fri Sep 11 17:59:42 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:2, snapshot:74, positives:4118, sources:307, mean_negatives:80.789, min_negatives:45, max_negatives:96
[Fri Sep 11 17:59:42 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:2, loss:0.51063, official_mrr:0.66710, filtered_mrr:0.01615, acc:0.99211, ap:0.98990, f1:0.99211, macro_auc:0.99489, micro_auc:0.99489
[Fri Sep 11 17:59:42 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:2, snapshot:75, positives:4118, sources:329, mean_negatives:84.600, min_negatives:57, max_negatives:96
[Fri Sep 11 17:59:42 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:2, loss:0.46666, official_mrr:0.66555, filtered_mrr:0.01871, acc:0.99102, ap:0.99087, f1:0.99101, macro_auc:0.99539, micro_auc:0.99539
[Fri Sep 11 17:59:42 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:2, snapshot:76, positives:4118, sources:359, mean_negatives:81.110, min_negatives:36, max_negatives:96
[Fri Sep 11 17:59:42 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:2, loss:0.43036, official_mrr:0.63025, filtered_mrr:0.01741, acc:0.99138, ap:0.99158, f1:0.99138, macro_auc:0.99575, micro_auc:0.99575
[Fri Sep 11 17:59:42 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:2, snapshot:77, positives:4118, sources:319, mean_negatives:82.029, min_negatives:53, max_negatives:96
[Fri Sep 11 17:59:43 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:2, loss:0.64596, official_mrr:0.66510, filtered_mrr:0.01688, acc:0.99017, ap:0.98730, f1:0.99016, macro_auc:0.99357, micro_auc:0.99357
[Fri Sep 11 17:59:43 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:2, snapshot:78, positives:4118, sources:352, mean_negatives:83.768, min_negatives:51, max_negatives:96
[Fri Sep 11 17:59:43 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:2, loss:0.43392, official_mrr:0.64679, filtered_mrr:0.01654, acc:0.99150, ap:0.99154, f1:0.99150, macro_auc:0.99573, micro_auc:0.99573
[Fri Sep 11 17:59:43 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:2, snapshot:79, positives:4118, sources:371, mean_negatives:84.239, min_negatives:63, max_negatives:96
[Fri Sep 11 17:59:43 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:2, loss:0.51295, official_mrr:0.63822, filtered_mrr:0.01746, acc:0.99017, ap:0.98917, f1:0.99016, macro_auc:0.99382, micro_auc:0.99382
[Fri Sep 11 17:59:43 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:2, snapshot:80, positives:4118, sources:401, mean_negatives:83.221, min_negatives:39, max_negatives:96
[Fri Sep 11 17:59:43 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:2, loss:0.40074, official_mrr:0.63976, filtered_mrr:0.01743, acc:0.99126, ap:0.99225, f1:0.99126, macro_auc:0.99593, micro_auc:0.99593
[Fri Sep 11 17:59:43 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:2, snapshot:81, positives:4118, sources:339, mean_negatives:81.805, min_negatives:44, max_negatives:96
[Fri Sep 11 17:59:43 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:2, loss:0.52784, official_mrr:0.66620, filtered_mrr:0.01822, acc:0.99077, ap:0.98966, f1:0.99077, macro_auc:0.99478, micro_auc:0.99478
[Fri Sep 11 17:59:43 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:2, snapshot:82, positives:4118, sources:396, mean_negatives:82.735, min_negatives:34, max_negatives:96
[Fri Sep 11 17:59:43 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:2, loss:0.45819, official_mrr:0.66436, filtered_mrr:0.01628, acc:0.99223, ap:0.99112, f1:0.99223, macro_auc:0.99552, micro_auc:0.99552
[Fri Sep 11 17:59:43 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:2, snapshot:83, positives:4118, sources:391, mean_negatives:85.125, min_negatives:64, max_negatives:96
[Fri Sep 11 17:59:44 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:2, loss:0.55396, official_mrr:0.64351, filtered_mrr:0.01780, acc:0.99041, ap:0.98855, f1:0.99041, macro_auc:0.99339, micro_auc:0.99339
[Fri Sep 11 17:59:44 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:2, snapshot:84, positives:4118, sources:371, mean_negatives:82.074, min_negatives:46, max_negatives:96
[Fri Sep 11 17:59:44 2026|scalable_tgn_link_prediction.py|INFO] validation summary epoch:2, avg_official_mrr:0.66081, global_filtered_mrr:0.01792, avg_ap:0.98996, selection_metric:filtered_mrr, selection_score:0.01792
[Fri Sep 11 17:59:57 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:3, loss:0.16996, official_mrr:0.87809, filtered_mrr:0.04903, acc:0.97475, ap:0.98949, f1:0.97474, macro_auc:0.99504, micro_auc:0.99504
[Fri Sep 11 17:59:57 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:3, snapshot:70, positives:4118, sources:324, mean_negatives:83.555, min_negatives:51, max_negatives:96
[Fri Sep 11 17:59:57 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:3, loss:0.15316, official_mrr:0.84927, filtered_mrr:0.04581, acc:0.97705, ap:0.99144, f1:0.97705, macro_auc:0.99529, micro_auc:0.99529
[Fri Sep 11 17:59:57 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:3, snapshot:71, positives:4118, sources:344, mean_negatives:84.298, min_negatives:43, max_negatives:96
[Fri Sep 11 17:59:57 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:3, loss:0.21652, official_mrr:0.84190, filtered_mrr:0.04707, acc:0.97098, ap:0.98385, f1:0.97097, macro_auc:0.98996, micro_auc:0.98996
[Fri Sep 11 17:59:57 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:3, snapshot:72, positives:4118, sources:321, mean_negatives:80.469, min_negatives:29, max_negatives:96
[Fri Sep 11 17:59:57 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:3, loss:0.16164, official_mrr:0.86247, filtered_mrr:0.04627, acc:0.98373, ap:0.98779, f1:0.98373, macro_auc:0.99388, micro_auc:0.99388
[Fri Sep 11 17:59:57 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:3, snapshot:73, positives:4118, sources:306, mean_negatives:81.326, min_negatives:54, max_negatives:96
[Fri Sep 11 17:59:57 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:3, loss:0.12091, official_mrr:0.85912, filtered_mrr:0.04149, acc:0.98944, ap:0.98826, f1:0.98944, macro_auc:0.99387, micro_auc:0.99387
[Fri Sep 11 17:59:57 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:3, snapshot:74, positives:4118, sources:307, mean_negatives:80.789, min_negatives:45, max_negatives:96
[Fri Sep 11 17:59:57 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:3, loss:0.12905, official_mrr:0.85917, filtered_mrr:0.04134, acc:0.99004, ap:0.99052, f1:0.99004, macro_auc:0.99508, micro_auc:0.99508
[Fri Sep 11 17:59:57 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:3, snapshot:75, positives:4118, sources:329, mean_negatives:84.600, min_negatives:57, max_negatives:96
[Fri Sep 11 17:59:57 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:3, loss:0.15356, official_mrr:0.84030, filtered_mrr:0.04385, acc:0.98944, ap:0.98792, f1:0.98944, macro_auc:0.99440, micro_auc:0.99440
[Fri Sep 11 17:59:57 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:3, snapshot:76, positives:4118, sources:359, mean_negatives:81.110, min_negatives:36, max_negatives:96
