[repro] started_at=2026-09-11T18:17:47+08:00
[repro] run_id=20260911_181747_mooc_pid742904
[repro] repo_commit=28ca94a06771c46073b650de3daa95e0939342ba
[repro] tracked_patch_sha256=9c5c573c67cf67dc7b1588abbd796fcb30acf6e937c3b9a8782fcb9438909540
[repro] patch_stat= model/utils.py                       |  99 +++++++++++++
[repro] patch_stat= scalable_tgn_link_prediction.py      | 274 ++++++++++++++++++++++++++++++++---
[repro] patch_stat= scalable_tgn_main_link_prediction.py |  64 +++++++-
[repro] patch_stat= 3 files changed, 410 insertions(+), 27 deletions(-)
[repro] dataset=mooc gpu=0 env=scadyg
[repro] eval_manifest=/home/lab_user/project/lzc/results/scadyg/protocols/mooc_full_item_v1.npz
[repro] eval_manifest_sha256=f314bf0ef2afecc8c127d89f32620f47075f438ebe21ee960b146d69cafe8da1
[repro] checkpoint_dir=/home/lab_user/project/lzc/results/scadyg/checkpoints/20260911_181747_mooc_pid742904
[repro] command=python scalable_tgn_main_link_prediction.py --dataset mooc --cuda_device 0 --eval_manifest /home/lab_user/project/lzc/results/scadyg/protocols/mooc_full_item_v1.npz --checkpoint_dir /home/lab_user/project/lzc/results/scadyg/checkpoints/20260911_181747_mooc_pid742904 --repo_commit 28ca94a06771c46073b650de3daa95e0939342ba --seed 2 --selection_metric filtered_mrr --eval_protocol both
[repro] torch=2.2.1+cu121 pyg=2.8.0.post1 dgl=2.2.1+cu121
[repro] cuda=True gpu_count=1
[repro] gpu_name=NVIDIA GeForce RTX 3090
[Fri Sep 11 18:17:53 2026|scalable_tgn_main_link_prediction.py|INFO] evaluation protocol:both, manifest_sha256:f314bf0ef2afecc8c127d89f32620f47075f438ebe21ee960b146d69cafe8da1, edge_index_sha256:e8b017550b97172caa9334cc6a5cba18bbd052f30ef93ecd2cdb17c4ff24e33c, valid_destination_count:97
[Fri Sep 11 18:18:18 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:0, loss:0.66201, official_mrr:0.63968, filtered_mrr:0.01632, acc:0.99102, ap:0.98641, f1:0.99101, macro_auc:0.99252, micro_auc:0.99252
[Fri Sep 11 18:18:18 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:0, snapshot:80, positives:4118, sources:401, mean_negatives:83.221, min_negatives:39, max_negatives:96
[Fri Sep 11 18:18:18 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:0, loss:0.39120, official_mrr:0.63823, filtered_mrr:0.01633, acc:0.99502, ap:0.99242, f1:0.99502, macro_auc:0.99604, micro_auc:0.99604
[Fri Sep 11 18:18:18 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:0, snapshot:81, positives:4118, sources:339, mean_negatives:81.805, min_negatives:44, max_negatives:96
[Fri Sep 11 18:18:18 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:0, loss:0.48494, official_mrr:0.62790, filtered_mrr:0.01673, acc:0.99454, ap:0.99062, f1:0.99454, macro_auc:0.99526, micro_auc:0.99526
[Fri Sep 11 18:18:18 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:0, snapshot:82, positives:4118, sources:396, mean_negatives:82.735, min_negatives:34, max_negatives:96
[Fri Sep 11 18:18:18 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:0, loss:0.52269, official_mrr:0.62967, filtered_mrr:0.01511, acc:0.99369, ap:0.98990, f1:0.99369, macro_auc:0.99490, micro_auc:0.99490
[Fri Sep 11 18:18:18 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:0, snapshot:83, positives:4118, sources:391, mean_negatives:85.125, min_negatives:64, max_negatives:96
[Fri Sep 11 18:18:18 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:0, loss:0.56085, official_mrr:0.61795, filtered_mrr:0.01638, acc:0.99223, ap:0.98892, f1:0.99223, macro_auc:0.99414, micro_auc:0.99414
[Fri Sep 11 18:18:18 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:0, snapshot:84, positives:4118, sources:371, mean_negatives:82.074, min_negatives:46, max_negatives:96
[Fri Sep 11 18:18:18 2026|scalable_tgn_link_prediction.py|INFO] validation summary epoch:0, avg_official_mrr:0.63377, global_filtered_mrr:0.01647, avg_ap:0.98908, selection_metric:filtered_mrr, selection_score:0.01647
[Fri Sep 11 18:18:31 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:1, loss:0.52125, official_mrr:0.60926, filtered_mrr:0.01661, acc:0.99417, ap:0.98960, f1:0.99417, macro_auc:0.99475, micro_auc:0.99475
[Fri Sep 11 18:18:31 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:1, snapshot:70, positives:4118, sources:324, mean_negatives:83.555, min_negatives:51, max_negatives:96
[Fri Sep 11 18:18:32 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:1, loss:0.43730, official_mrr:0.64428, filtered_mrr:0.01600, acc:0.99405, ap:0.99157, f1:0.99405, macro_auc:0.99575, micro_auc:0.99575
[Fri Sep 11 18:18:32 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:1, snapshot:71, positives:4118, sources:344, mean_negatives:84.298, min_negatives:43, max_negatives:96
[Fri Sep 11 18:18:32 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:1, loss:0.70253, official_mrr:0.59200, filtered_mrr:0.01951, acc:0.98871, ap:0.98446, f1:0.98871, macro_auc:0.99054, micro_auc:0.99054
[Fri Sep 11 18:18:32 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:1, snapshot:72, positives:4118, sources:321, mean_negatives:80.469, min_negatives:29, max_negatives:96
[Fri Sep 11 18:18:32 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:1, loss:0.60210, official_mrr:0.63540, filtered_mrr:0.01660, acc:0.98883, ap:0.98795, f1:0.98883, macro_auc:0.99336, micro_auc:0.99336
[Fri Sep 11 18:18:32 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:1, snapshot:73, positives:4118, sources:306, mean_negatives:81.326, min_negatives:54, max_negatives:96
[Fri Sep 11 18:18:32 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:1, loss:0.42413, official_mrr:0.63876, filtered_mrr:0.01738, acc:0.99429, ap:0.99176, f1:0.99429, macro_auc:0.99585, micro_auc:0.99585
[Fri Sep 11 18:18:32 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:1, snapshot:74, positives:4118, sources:307, mean_negatives:80.789, min_negatives:45, max_negatives:96
[Fri Sep 11 18:18:32 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:1, loss:0.50834, official_mrr:0.64291, filtered_mrr:0.01542, acc:0.99393, ap:0.99005, f1:0.99393, macro_auc:0.99498, micro_auc:0.99498
[Fri Sep 11 18:18:32 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:1, snapshot:75, positives:4118, sources:329, mean_negatives:84.600, min_negatives:57, max_negatives:96
[Fri Sep 11 18:18:32 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:1, loss:0.65370, official_mrr:0.62331, filtered_mrr:0.01717, acc:0.99199, ap:0.98729, f1:0.99199, macro_auc:0.99356, micro_auc:0.99356
[Fri Sep 11 18:18:32 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:1, snapshot:76, positives:4118, sources:359, mean_negatives:81.110, min_negatives:36, max_negatives:96
[Fri Sep 11 18:18:32 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:1, loss:0.57911, official_mrr:0.62147, filtered_mrr:0.01608, acc:0.99381, ap:0.98872, f1:0.99381, macro_auc:0.99429, micro_auc:0.99429
[Fri Sep 11 18:18:32 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:1, snapshot:77, positives:4118, sources:319, mean_negatives:82.029, min_negatives:53, max_negatives:96
[Fri Sep 11 18:18:33 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:1, loss:0.61760, official_mrr:0.59910, filtered_mrr:0.01568, acc:0.99223, ap:0.98800, f1:0.99223, macro_auc:0.99393, micro_auc:0.99393
[Fri Sep 11 18:18:33 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:1, snapshot:78, positives:4118, sources:352, mean_negatives:83.768, min_negatives:51, max_negatives:96
[Fri Sep 11 18:18:33 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:1, loss:0.61059, official_mrr:0.63589, filtered_mrr:0.01536, acc:0.99186, ap:0.98824, f1:0.99186, macro_auc:0.99405, micro_auc:0.99405
[Fri Sep 11 18:18:33 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:1, snapshot:79, positives:4118, sources:371, mean_negatives:84.239, min_negatives:63, max_negatives:96
[Fri Sep 11 18:18:33 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:1, loss:0.65880, official_mrr:0.66647, filtered_mrr:0.01632, acc:0.99102, ap:0.98643, f1:0.99101, macro_auc:0.99257, micro_auc:0.99257
[Fri Sep 11 18:18:33 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:1, snapshot:80, positives:4118, sources:401, mean_negatives:83.221, min_negatives:39, max_negatives:96
[Fri Sep 11 18:18:33 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:1, loss:0.39071, official_mrr:0.63858, filtered_mrr:0.01633, acc:0.99466, ap:0.99241, f1:0.99466, macro_auc:0.99602, micro_auc:0.99602
[Fri Sep 11 18:18:33 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:1, snapshot:81, positives:4118, sources:339, mean_negatives:81.805, min_negatives:44, max_negatives:96
[Fri Sep 11 18:18:33 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:1, loss:0.48474, official_mrr:0.63226, filtered_mrr:0.01673, acc:0.99369, ap:0.99062, f1:0.99369, macro_auc:0.99526, micro_auc:0.99526
[Fri Sep 11 18:18:33 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:1, snapshot:82, positives:4118, sources:396, mean_negatives:82.735, min_negatives:34, max_negatives:96
[Fri Sep 11 18:18:33 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:1, loss:0.52247, official_mrr:0.64889, filtered_mrr:0.01511, acc:0.99247, ap:0.98990, f1:0.99247, macro_auc:0.99490, micro_auc:0.99490
[Fri Sep 11 18:18:33 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:1, snapshot:83, positives:4118, sources:391, mean_negatives:85.125, min_negatives:64, max_negatives:96
[Fri Sep 11 18:18:34 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:1, loss:0.56081, official_mrr:0.64004, filtered_mrr:0.01638, acc:0.99199, ap:0.98861, f1:0.99199, macro_auc:0.99342, micro_auc:0.99342
[Fri Sep 11 18:18:34 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:1, snapshot:84, positives:4118, sources:371, mean_negatives:82.074, min_negatives:46, max_negatives:96
[Fri Sep 11 18:18:34 2026|scalable_tgn_link_prediction.py|INFO] validation summary epoch:1, avg_official_mrr:0.63124, global_filtered_mrr:0.01645, avg_ap:0.98904, selection_metric:filtered_mrr, selection_score:0.01645
[Fri Sep 11 18:18:47 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:2, loss:0.48606, official_mrr:0.67130, filtered_mrr:0.01872, acc:0.99454, ap:0.98963, f1:0.99454, macro_auc:0.99477, micro_auc:0.99477
[Fri Sep 11 18:18:47 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:2, snapshot:70, positives:4118, sources:324, mean_negatives:83.555, min_negatives:51, max_negatives:96
[Fri Sep 11 18:18:47 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:2, loss:0.41425, official_mrr:0.66730, filtered_mrr:0.01751, acc:0.99441, ap:0.99176, f1:0.99441, macro_auc:0.99584, micro_auc:0.99584
[Fri Sep 11 18:18:47 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:2, snapshot:71, positives:4118, sources:344, mean_negatives:84.298, min_negatives:43, max_negatives:96
[Fri Sep 11 18:18:47 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:2, loss:0.69118, official_mrr:0.64605, filtered_mrr:0.01989, acc:0.98895, ap:0.98455, f1:0.98895, macro_auc:0.99060, micro_auc:0.99060
[Fri Sep 11 18:18:47 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:2, snapshot:72, positives:4118, sources:321, mean_negatives:80.469, min_negatives:29, max_negatives:96
[Fri Sep 11 18:18:47 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:2, loss:0.60077, official_mrr:0.67772, filtered_mrr:0.01660, acc:0.98907, ap:0.98831, f1:0.98907, macro_auc:0.99405, micro_auc:0.99405
[Fri Sep 11 18:18:47 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:2, snapshot:73, positives:4118, sources:306, mean_negatives:81.326, min_negatives:54, max_negatives:96
[Fri Sep 11 18:18:47 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:2, loss:0.41276, official_mrr:0.64594, filtered_mrr:0.01739, acc:0.99429, ap:0.99200, f1:0.99429, macro_auc:0.99597, micro_auc:0.99597
[Fri Sep 11 18:18:47 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:2, snapshot:74, positives:4118, sources:307, mean_negatives:80.789, min_negatives:45, max_negatives:96
[Fri Sep 11 18:18:47 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:2, loss:0.50750, official_mrr:0.64012, filtered_mrr:0.01544, acc:0.99417, ap:0.99005, f1:0.99417, macro_auc:0.99498, micro_auc:0.99498
[Fri Sep 11 18:18:47 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:2, snapshot:75, positives:4118, sources:329, mean_negatives:84.600, min_negatives:57, max_negatives:96
[Fri Sep 11 18:18:48 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:2, loss:0.65357, official_mrr:0.66421, filtered_mrr:0.01729, acc:0.99211, ap:0.98728, f1:0.99211, macro_auc:0.99356, micro_auc:0.99356
[Fri Sep 11 18:18:48 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:2, snapshot:76, positives:4118, sources:359, mean_negatives:81.110, min_negatives:36, max_negatives:96
[Fri Sep 11 18:18:48 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:2, loss:0.56820, official_mrr:0.62915, filtered_mrr:0.01636, acc:0.99393, ap:0.98893, f1:0.99393, macro_auc:0.99441, micro_auc:0.99441
[Fri Sep 11 18:18:48 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:2, snapshot:77, positives:4118, sources:319, mean_negatives:82.029, min_negatives:53, max_negatives:96
[Fri Sep 11 18:18:48 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:2, loss:0.61651, official_mrr:0.63158, filtered_mrr:0.01616, acc:0.99271, ap:0.98796, f1:0.99271, macro_auc:0.99391, micro_auc:0.99391
[Fri Sep 11 18:18:48 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:2, snapshot:78, positives:4118, sources:352, mean_negatives:83.768, min_negatives:51, max_negatives:96
[Fri Sep 11 18:18:48 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:2, loss:0.59782, official_mrr:0.63513, filtered_mrr:0.01580, acc:0.99199, ap:0.98834, f1:0.99199, macro_auc:0.99410, micro_auc:0.99410
[Fri Sep 11 18:18:48 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:2, snapshot:79, positives:4118, sources:371, mean_negatives:84.239, min_negatives:63, max_negatives:96
[Fri Sep 11 18:18:48 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:2, loss:0.65832, official_mrr:0.61337, filtered_mrr:0.01676, acc:0.99089, ap:0.98631, f1:0.99089, macro_auc:0.99242, micro_auc:0.99242
[Fri Sep 11 18:18:48 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:2, snapshot:80, positives:4118, sources:401, mean_negatives:83.221, min_negatives:39, max_negatives:96
[Fri Sep 11 18:18:48 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:2, loss:0.38879, official_mrr:0.61916, filtered_mrr:0.01662, acc:0.99526, ap:0.99245, f1:0.99526, macro_auc:0.99618, micro_auc:0.99618
[Fri Sep 11 18:18:48 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:2, snapshot:81, positives:4118, sources:339, mean_negatives:81.805, min_negatives:44, max_negatives:96
[Fri Sep 11 18:18:49 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:2, loss:0.48280, official_mrr:0.61524, filtered_mrr:0.01718, acc:0.99441, ap:0.99058, f1:0.99441, macro_auc:0.99524, micro_auc:0.99524
[Fri Sep 11 18:18:49 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:2, snapshot:82, positives:4118, sources:396, mean_negatives:82.735, min_negatives:34, max_negatives:96
[Fri Sep 11 18:18:49 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:2, loss:0.49066, official_mrr:0.63073, filtered_mrr:0.01543, acc:0.99320, ap:0.99057, f1:0.99320, macro_auc:0.99524, micro_auc:0.99524
[Fri Sep 11 18:18:49 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:2, snapshot:83, positives:4118, sources:391, mean_negatives:85.125, min_negatives:64, max_negatives:96
[Fri Sep 11 18:18:49 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:2, loss:0.55921, official_mrr:0.66228, filtered_mrr:0.01649, acc:0.99247, ap:0.98901, f1:0.99247, macro_auc:0.99434, micro_auc:0.99434
[Fri Sep 11 18:18:49 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:2, snapshot:84, positives:4118, sources:371, mean_negatives:82.074, min_negatives:46, max_negatives:96
[Fri Sep 11 18:18:49 2026|scalable_tgn_link_prediction.py|INFO] validation summary epoch:2, avg_official_mrr:0.64328, global_filtered_mrr:0.01691, avg_ap:0.98918, selection_metric:filtered_mrr, selection_score:0.01691
[Fri Sep 11 18:19:02 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:3, loss:0.48611, official_mrr:0.67241, filtered_mrr:0.01929, acc:0.99356, ap:0.98941, f1:0.99356, macro_auc:0.99466, micro_auc:0.99466
[Fri Sep 11 18:19:02 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:3, snapshot:70, positives:4118, sources:324, mean_negatives:83.555, min_negatives:51, max_negatives:96
[Fri Sep 11 18:19:02 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:3, loss:0.40326, official_mrr:0.68382, filtered_mrr:0.01881, acc:0.99369, ap:0.99172, f1:0.99369, macro_auc:0.99583, micro_auc:0.99583
[Fri Sep 11 18:19:02 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:3, snapshot:71, positives:4118, sources:344, mean_negatives:84.298, min_negatives:43, max_negatives:96
[Fri Sep 11 18:19:02 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:3, loss:0.63828, official_mrr:0.67835, filtered_mrr:0.02195, acc:0.98822, ap:0.98479, f1:0.98822, macro_auc:0.99023, micro_auc:0.99023
[Fri Sep 11 18:19:02 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:3, snapshot:72, positives:4118, sources:321, mean_negatives:80.469, min_negatives:29, max_negatives:96
[Fri Sep 11 18:19:02 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:3, loss:0.50863, official_mrr:0.66019, filtered_mrr:0.01840, acc:0.98883, ap:0.98988, f1:0.98883, macro_auc:0.99480, micro_auc:0.99480
[Fri Sep 11 18:19:02 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:3, snapshot:73, positives:4118, sources:306, mean_negatives:81.326, min_negatives:54, max_negatives:96
[Fri Sep 11 18:19:02 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:3, loss:0.40183, official_mrr:0.66192, filtered_mrr:0.01819, acc:0.99381, ap:0.99212, f1:0.99381, macro_auc:0.99603, micro_auc:0.99603
[Fri Sep 11 18:19:02 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:3, snapshot:74, positives:4118, sources:307, mean_negatives:80.789, min_negatives:45, max_negatives:96
[Fri Sep 11 18:19:02 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:3, loss:0.49803, official_mrr:0.65937, filtered_mrr:0.01589, acc:0.99320, ap:0.99021, f1:0.99320, macro_auc:0.99506, micro_auc:0.99506
[Fri Sep 11 18:19:02 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:3, snapshot:75, positives:4118, sources:329, mean_negatives:84.600, min_negatives:57, max_negatives:96
[Fri Sep 11 18:19:03 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:3, loss:0.64410, official_mrr:0.63695, filtered_mrr:0.01767, acc:0.99150, ap:0.98745, f1:0.99150, macro_auc:0.99365, micro_auc:0.99365
[Fri Sep 11 18:19:03 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:3, snapshot:76, positives:4118, sources:359, mean_negatives:81.110, min_negatives:36, max_negatives:96
