[repro] started_at=2026-09-11T18:29:50+08:00
[repro] run_id=20260911_182950_mooc_pid748580
[repro] repo_commit=28ca94a06771c46073b650de3daa95e0939342ba
[repro] tracked_patch_sha256=9c5c573c67cf67dc7b1588abbd796fcb30acf6e937c3b9a8782fcb9438909540
[repro] patch_stat= model/utils.py                       |  99 +++++++++++++
[repro] patch_stat= scalable_tgn_link_prediction.py      | 274 ++++++++++++++++++++++++++++++++---
[repro] patch_stat= scalable_tgn_main_link_prediction.py |  64 +++++++-
[repro] patch_stat= 3 files changed, 410 insertions(+), 27 deletions(-)
[repro] dataset=mooc gpu=0 env=scadyg
[repro] eval_manifest=/home/lab_user/project/lzc/results/scadyg/protocols/mooc_full_item_v1.npz
[repro] eval_manifest_sha256=f314bf0ef2afecc8c127d89f32620f47075f438ebe21ee960b146d69cafe8da1
[repro] checkpoint_dir=/home/lab_user/project/lzc/results/scadyg/checkpoints/20260911_182950_mooc_pid748580
[repro] command=python scalable_tgn_main_link_prediction.py --dataset mooc --cuda_device 0 --eval_manifest /home/lab_user/project/lzc/results/scadyg/protocols/mooc_full_item_v1.npz --checkpoint_dir /home/lab_user/project/lzc/results/scadyg/checkpoints/20260911_182950_mooc_pid748580 --repo_commit 28ca94a06771c46073b650de3daa95e0939342ba --seed 4 --selection_metric filtered_mrr --eval_protocol both
[repro] torch=2.2.1+cu121 pyg=2.8.0.post1 dgl=2.2.1+cu121
[repro] cuda=True gpu_count=1
[repro] gpu_name=NVIDIA GeForce RTX 3090
[Fri Sep 11 18:29:56 2026|scalable_tgn_main_link_prediction.py|INFO] evaluation protocol:both, manifest_sha256:f314bf0ef2afecc8c127d89f32620f47075f438ebe21ee960b146d69cafe8da1, edge_index_sha256:e8b017550b97172caa9334cc6a5cba18bbd052f30ef93ecd2cdb17c4ff24e33c, valid_destination_count:97
[Fri Sep 11 18:30:20 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:0, loss:0.73358, official_mrr:0.65489, filtered_mrr:0.01740, acc:0.99029, ap:0.98579, f1:0.99029, macro_auc:0.99279, micro_auc:0.99279
[Fri Sep 11 18:30:20 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:0, snapshot:74, positives:4118, sources:307, mean_negatives:80.789, min_negatives:45, max_negatives:96
[Fri Sep 11 18:30:20 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:0, loss:0.48853, official_mrr:0.63749, filtered_mrr:0.01523, acc:0.99271, ap:0.99062, f1:0.99271, macro_auc:0.99526, micro_auc:0.99526
[Fri Sep 11 18:30:20 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:0, snapshot:75, positives:4118, sources:329, mean_negatives:84.600, min_negatives:57, max_negatives:96
[Fri Sep 11 18:30:20 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:0, loss:0.45386, official_mrr:0.64810, filtered_mrr:0.01721, acc:0.99308, ap:0.99133, f1:0.99308, macro_auc:0.99563, micro_auc:0.99563
[Fri Sep 11 18:30:20 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:0, snapshot:76, positives:4118, sources:359, mean_negatives:81.110, min_negatives:36, max_negatives:96
[Fri Sep 11 18:30:20 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:0, loss:0.55060, official_mrr:0.61468, filtered_mrr:0.01608, acc:0.99186, ap:0.98943, f1:0.99186, macro_auc:0.99466, micro_auc:0.99466
[Fri Sep 11 18:30:20 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:0, snapshot:77, positives:4118, sources:319, mean_negatives:82.029, min_negatives:53, max_negatives:96
[Fri Sep 11 18:30:20 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:0, loss:0.55328, official_mrr:0.61974, filtered_mrr:0.01568, acc:0.99150, ap:0.98943, f1:0.99150, macro_auc:0.99466, micro_auc:0.99466
[Fri Sep 11 18:30:20 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:0, snapshot:78, positives:4118, sources:352, mean_negatives:83.768, min_negatives:51, max_negatives:96
[Fri Sep 11 18:30:20 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:0, loss:0.68343, official_mrr:0.61159, filtered_mrr:0.01536, acc:0.99138, ap:0.98682, f1:0.99138, macro_auc:0.99332, micro_auc:0.99332
[Fri Sep 11 18:30:20 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:0, snapshot:79, positives:4118, sources:371, mean_negatives:84.239, min_negatives:63, max_negatives:96
[Fri Sep 11 18:30:20 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:0, loss:0.53154, official_mrr:0.62249, filtered_mrr:0.01634, acc:0.99102, ap:0.98901, f1:0.99101, macro_auc:0.99383, micro_auc:0.99383
[Fri Sep 11 18:30:20 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:0, snapshot:80, positives:4118, sources:401, mean_negatives:83.221, min_negatives:39, max_negatives:96
[Fri Sep 11 18:30:21 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:0, loss:0.58432, official_mrr:0.62053, filtered_mrr:0.01633, acc:0.99308, ap:0.98860, f1:0.99308, macro_auc:0.99408, micro_auc:0.99408
[Fri Sep 11 18:30:21 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:0, snapshot:81, positives:4118, sources:339, mean_negatives:81.805, min_negatives:44, max_negatives:96
[Fri Sep 11 18:30:21 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:0, loss:0.43086, official_mrr:0.61124, filtered_mrr:0.01673, acc:0.99344, ap:0.99181, f1:0.99344, macro_auc:0.99587, micro_auc:0.99587
[Fri Sep 11 18:30:21 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:0, snapshot:82, positives:4118, sources:396, mean_negatives:82.735, min_negatives:34, max_negatives:96
[Fri Sep 11 18:30:21 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:0, loss:0.49556, official_mrr:0.61317, filtered_mrr:0.01511, acc:0.99174, ap:0.99062, f1:0.99174, macro_auc:0.99526, micro_auc:0.99526
[Fri Sep 11 18:30:21 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:0, snapshot:83, positives:4118, sources:391, mean_negatives:85.125, min_negatives:64, max_negatives:96
[Fri Sep 11 18:30:21 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:0, loss:0.61583, official_mrr:0.62973, filtered_mrr:0.01638, acc:0.99089, ap:0.98767, f1:0.99089, macro_auc:0.99299, micro_auc:0.99299
[Fri Sep 11 18:30:21 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:0, snapshot:84, positives:4118, sources:371, mean_negatives:82.074, min_negatives:46, max_negatives:96
[Fri Sep 11 18:30:21 2026|scalable_tgn_link_prediction.py|INFO] validation summary epoch:0, avg_official_mrr:0.62991, global_filtered_mrr:0.01663, avg_ap:0.98910, selection_metric:filtered_mrr, selection_score:0.01663
[Fri Sep 11 18:30:34 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:1, loss:0.49770, official_mrr:0.71219, filtered_mrr:0.01959, acc:0.99138, ap:0.98925, f1:0.99138, macro_auc:0.99447, micro_auc:0.99447
[Fri Sep 11 18:30:34 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:1, snapshot:70, positives:4118, sources:324, mean_negatives:83.555, min_negatives:51, max_negatives:96
[Fri Sep 11 18:30:34 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:1, loss:0.40784, official_mrr:0.67171, filtered_mrr:0.01918, acc:0.99356, ap:0.99160, f1:0.99356, macro_auc:0.99577, micro_auc:0.99577
[Fri Sep 11 18:30:34 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:1, snapshot:71, positives:4118, sources:344, mean_negatives:84.298, min_negatives:43, max_negatives:96
[Fri Sep 11 18:30:35 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:1, loss:0.60231, official_mrr:0.66189, filtered_mrr:0.02068, acc:0.98895, ap:0.98585, f1:0.98895, macro_auc:0.99103, micro_auc:0.99103
[Fri Sep 11 18:30:35 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:1, snapshot:72, positives:4118, sources:321, mean_negatives:80.469, min_negatives:29, max_negatives:96
[Fri Sep 11 18:30:35 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:1, loss:0.48300, official_mrr:0.65605, filtered_mrr:0.01737, acc:0.98919, ap:0.99041, f1:0.98919, macro_auc:0.99511, micro_auc:0.99511
[Fri Sep 11 18:30:35 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:1, snapshot:73, positives:4118, sources:306, mean_negatives:81.326, min_negatives:54, max_negatives:96
[Fri Sep 11 18:30:35 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:1, loss:0.65845, official_mrr:0.66797, filtered_mrr:0.01842, acc:0.99053, ap:0.98699, f1:0.99053, macro_auc:0.99340, micro_auc:0.99340
[Fri Sep 11 18:30:35 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:1, snapshot:74, positives:4118, sources:307, mean_negatives:80.789, min_negatives:45, max_negatives:96
[Fri Sep 11 18:30:35 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:1, loss:0.46774, official_mrr:0.65162, filtered_mrr:0.01608, acc:0.99247, ap:0.99087, f1:0.99247, macro_auc:0.99539, micro_auc:0.99539
[Fri Sep 11 18:30:35 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:1, snapshot:75, positives:4118, sources:329, mean_negatives:84.600, min_negatives:57, max_negatives:96
[Fri Sep 11 18:30:35 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:1, loss:0.45388, official_mrr:0.64415, filtered_mrr:0.01815, acc:0.99320, ap:0.99122, f1:0.99320, macro_auc:0.99557, micro_auc:0.99557
[Fri Sep 11 18:30:35 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:1, snapshot:76, positives:4118, sources:359, mean_negatives:81.110, min_negatives:36, max_negatives:96
[Fri Sep 11 18:30:35 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:1, loss:0.51917, official_mrr:0.63083, filtered_mrr:0.01691, acc:0.99162, ap:0.99006, f1:0.99162, macro_auc:0.99498, micro_auc:0.99498
[Fri Sep 11 18:30:35 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:1, snapshot:77, positives:4118, sources:319, mean_negatives:82.029, min_negatives:53, max_negatives:96
[Fri Sep 11 18:30:35 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:1, loss:0.54147, official_mrr:0.62557, filtered_mrr:0.01647, acc:0.99162, ap:0.98960, f1:0.99162, macro_auc:0.99475, micro_auc:0.99475
[Fri Sep 11 18:30:35 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:1, snapshot:78, positives:4118, sources:352, mean_negatives:83.768, min_negatives:51, max_negatives:96
[Fri Sep 11 18:30:36 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:1, loss:0.65182, official_mrr:0.63863, filtered_mrr:0.01630, acc:0.99077, ap:0.98723, f1:0.99077, macro_auc:0.99353, micro_auc:0.99353
[Fri Sep 11 18:30:36 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:1, snapshot:79, positives:4118, sources:371, mean_negatives:84.239, min_negatives:63, max_negatives:96
[Fri Sep 11 18:30:36 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:1, loss:0.45793, official_mrr:0.65167, filtered_mrr:0.01718, acc:0.99077, ap:0.99050, f1:0.99077, macro_auc:0.99455, micro_auc:0.99455
[Fri Sep 11 18:30:36 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:1, snapshot:80, positives:4118, sources:401, mean_negatives:83.221, min_negatives:39, max_negatives:96
[Fri Sep 11 18:30:36 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:1, loss:0.58521, official_mrr:0.63907, filtered_mrr:0.01639, acc:0.99211, ap:0.98867, f1:0.99211, macro_auc:0.99425, micro_auc:0.99425
[Fri Sep 11 18:30:36 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:1, snapshot:81, positives:4118, sources:339, mean_negatives:81.805, min_negatives:44, max_negatives:96
[Fri Sep 11 18:30:36 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:1, loss:0.42992, official_mrr:0.64781, filtered_mrr:0.01675, acc:0.99308, ap:0.99180, f1:0.99308, macro_auc:0.99587, micro_auc:0.99587
[Fri Sep 11 18:30:36 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:1, snapshot:82, positives:4118, sources:396, mean_negatives:82.735, min_negatives:34, max_negatives:96
[Fri Sep 11 18:30:36 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:1, loss:0.48512, official_mrr:0.63674, filtered_mrr:0.01514, acc:0.99041, ap:0.99085, f1:0.99041, macro_auc:0.99538, micro_auc:0.99538
[Fri Sep 11 18:30:36 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:1, snapshot:83, positives:4118, sources:391, mean_negatives:85.125, min_negatives:64, max_negatives:96
[Fri Sep 11 18:30:36 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:1, loss:0.60315, official_mrr:0.63118, filtered_mrr:0.01638, acc:0.99004, ap:0.98831, f1:0.99004, macro_auc:0.99399, micro_auc:0.99399
[Fri Sep 11 18:30:36 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:1, snapshot:84, positives:4118, sources:371, mean_negatives:82.074, min_negatives:46, max_negatives:96
[Fri Sep 11 18:30:36 2026|scalable_tgn_link_prediction.py|INFO] validation summary epoch:1, avg_official_mrr:0.65114, global_filtered_mrr:0.01740, avg_ap:0.98955, selection_metric:filtered_mrr, selection_score:0.01740
[Fri Sep 11 18:30:50 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:2, loss:0.57765, official_mrr:0.68683, filtered_mrr:0.01847, acc:0.99199, ap:0.98777, f1:0.99199, macro_auc:0.99380, micro_auc:0.99380
[Fri Sep 11 18:30:50 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:2, snapshot:70, positives:4118, sources:324, mean_negatives:83.555, min_negatives:51, max_negatives:96
[Fri Sep 11 18:30:50 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:2, loss:0.42219, official_mrr:0.67641, filtered_mrr:0.01754, acc:0.99429, ap:0.99153, f1:0.99429, macro_auc:0.99573, micro_auc:0.99573
[Fri Sep 11 18:30:50 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:2, snapshot:71, positives:4118, sources:344, mean_negatives:84.298, min_negatives:43, max_negatives:96
[Fri Sep 11 18:30:50 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:2, loss:0.61961, official_mrr:0.63858, filtered_mrr:0.02018, acc:0.98980, ap:0.98581, f1:0.98980, macro_auc:0.99103, micro_auc:0.99103
[Fri Sep 11 18:30:50 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:2, snapshot:72, positives:4118, sources:321, mean_negatives:80.469, min_negatives:29, max_negatives:96
[Fri Sep 11 18:30:50 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:2, loss:0.48839, official_mrr:0.65428, filtered_mrr:0.01662, acc:0.98992, ap:0.99045, f1:0.98992, macro_auc:0.99513, micro_auc:0.99513
[Fri Sep 11 18:30:50 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:2, snapshot:73, positives:4118, sources:306, mean_negatives:81.326, min_negatives:54, max_negatives:96
[Fri Sep 11 18:30:51 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:2, loss:0.70316, official_mrr:0.63442, filtered_mrr:0.01738, acc:0.99102, ap:0.98627, f1:0.99101, macro_auc:0.99304, micro_auc:0.99304
[Fri Sep 11 18:30:51 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:2, snapshot:74, positives:4118, sources:307, mean_negatives:80.789, min_negatives:45, max_negatives:96
[Fri Sep 11 18:30:51 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:2, loss:0.47266, official_mrr:0.63561, filtered_mrr:0.01564, acc:0.99308, ap:0.99073, f1:0.99308, macro_auc:0.99532, micro_auc:0.99532
[Fri Sep 11 18:30:51 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:2, snapshot:75, positives:4118, sources:329, mean_negatives:84.600, min_negatives:57, max_negatives:96
[Fri Sep 11 18:30:51 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:2, loss:0.45752, official_mrr:0.64854, filtered_mrr:0.01774, acc:0.99393, ap:0.99101, f1:0.99393, macro_auc:0.99546, micro_auc:0.99546
[Fri Sep 11 18:30:51 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:2, snapshot:76, positives:4118, sources:359, mean_negatives:81.110, min_negatives:36, max_negatives:96
[Fri Sep 11 18:30:51 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:2, loss:0.52148, official_mrr:0.61959, filtered_mrr:0.01636, acc:0.99271, ap:0.98987, f1:0.99271, macro_auc:0.99489, micro_auc:0.99489
[Fri Sep 11 18:30:51 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:2, snapshot:77, positives:4118, sources:319, mean_negatives:82.029, min_negatives:53, max_negatives:96
[Fri Sep 11 18:30:51 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:2, loss:0.54497, official_mrr:0.64157, filtered_mrr:0.01619, acc:0.99284, ap:0.98939, f1:0.99284, macro_auc:0.99464, micro_auc:0.99464
[Fri Sep 11 18:30:51 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:2, snapshot:78, positives:4118, sources:352, mean_negatives:83.768, min_negatives:51, max_negatives:96
[Fri Sep 11 18:30:51 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:2, loss:0.67630, official_mrr:0.63845, filtered_mrr:0.01583, acc:0.99174, ap:0.98667, f1:0.99174, macro_auc:0.99325, micro_auc:0.99325
[Fri Sep 11 18:30:51 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:2, snapshot:79, positives:4118, sources:371, mean_negatives:84.239, min_negatives:63, max_negatives:96
[Fri Sep 11 18:30:51 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:2, loss:0.49271, official_mrr:0.63405, filtered_mrr:0.01661, acc:0.99223, ap:0.98964, f1:0.99223, macro_auc:0.99407, micro_auc:0.99407
[Fri Sep 11 18:30:51 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:2, snapshot:80, positives:4118, sources:401, mean_negatives:83.221, min_negatives:39, max_negatives:96
[Fri Sep 11 18:30:52 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:2, loss:0.57830, official_mrr:0.66311, filtered_mrr:0.01633, acc:0.99308, ap:0.98860, f1:0.99308, macro_auc:0.99408, micro_auc:0.99408
[Fri Sep 11 18:30:52 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:2, snapshot:81, positives:4118, sources:339, mean_negatives:81.805, min_negatives:44, max_negatives:96
[Fri Sep 11 18:30:52 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:2, loss:0.42271, official_mrr:0.64158, filtered_mrr:0.01673, acc:0.99454, ap:0.99181, f1:0.99454, macro_auc:0.99587, micro_auc:0.99587
[Fri Sep 11 18:30:52 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:2, snapshot:82, positives:4118, sources:396, mean_negatives:82.735, min_negatives:34, max_negatives:96
[Fri Sep 11 18:30:52 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:2, loss:0.47249, official_mrr:0.65332, filtered_mrr:0.01511, acc:0.99284, ap:0.99086, f1:0.99284, macro_auc:0.99539, micro_auc:0.99539
[Fri Sep 11 18:30:52 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:2, snapshot:83, positives:4118, sources:391, mean_negatives:85.125, min_negatives:64, max_negatives:96
[Fri Sep 11 18:30:52 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:2, loss:0.59626, official_mrr:0.64389, filtered_mrr:0.01638, acc:0.99162, ap:0.98790, f1:0.99162, macro_auc:0.99307, micro_auc:0.99307
[Fri Sep 11 18:30:52 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:2, snapshot:84, positives:4118, sources:371, mean_negatives:82.074, min_negatives:46, max_negatives:96
[Fri Sep 11 18:30:52 2026|scalable_tgn_link_prediction.py|INFO] validation summary epoch:2, avg_official_mrr:0.64735, global_filtered_mrr:0.01687, avg_ap:0.98922, selection_metric:filtered_mrr, selection_score:0.01687
[Fri Sep 11 18:31:05 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:3, loss:0.52716, official_mrr:0.70556, filtered_mrr:0.01965, acc:0.99174, ap:0.98865, f1:0.99174, macro_auc:0.99418, micro_auc:0.99418
[Fri Sep 11 18:31:05 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:3, snapshot:70, positives:4118, sources:324, mean_negatives:83.555, min_negatives:51, max_negatives:96
[Fri Sep 11 18:31:06 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:3, loss:0.41443, official_mrr:0.64472, filtered_mrr:0.01813, acc:0.99405, ap:0.99151, f1:0.99405, macro_auc:0.99571, micro_auc:0.99571
[Fri Sep 11 18:31:06 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:3, snapshot:71, positives:4118, sources:344, mean_negatives:84.298, min_negatives:43, max_negatives:96
[Fri Sep 11 18:31:06 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:3, loss:0.64127, official_mrr:0.67471, filtered_mrr:0.02150, acc:0.98932, ap:0.98520, f1:0.98931, macro_auc:0.99066, micro_auc:0.99066
[Fri Sep 11 18:31:06 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:3, snapshot:72, positives:4118, sources:321, mean_negatives:80.469, min_negatives:29, max_negatives:96
[Fri Sep 11 18:31:06 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:3, loss:0.48131, official_mrr:0.68736, filtered_mrr:0.01739, acc:0.98968, ap:0.99047, f1:0.98968, macro_auc:0.99514, micro_auc:0.99514
[Fri Sep 11 18:31:06 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:3, snapshot:73, positives:4118, sources:306, mean_negatives:81.326, min_negatives:54, max_negatives:96
[Fri Sep 11 18:31:06 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:3, loss:0.69177, official_mrr:0.64463, filtered_mrr:0.01808, acc:0.99114, ap:0.98645, f1:0.99114, macro_auc:0.99313, micro_auc:0.99313
[Fri Sep 11 18:31:06 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:3, snapshot:74, positives:4118, sources:307, mean_negatives:80.789, min_negatives:45, max_negatives:96
[Fri Sep 11 18:31:06 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:3, loss:0.46334, official_mrr:0.63850, filtered_mrr:0.01589, acc:0.99308, ap:0.99093, f1:0.99308, macro_auc:0.99542, micro_auc:0.99542
[Fri Sep 11 18:31:06 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:3, snapshot:75, positives:4118, sources:329, mean_negatives:84.600, min_negatives:57, max_negatives:96
[Fri Sep 11 18:31:06 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:3, loss:0.44752, official_mrr:0.62906, filtered_mrr:0.01812, acc:0.99381, ap:0.99122, f1:0.99381, macro_auc:0.99557, micro_auc:0.99557
[Fri Sep 11 18:31:06 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:3, snapshot:76, positives:4118, sources:359, mean_negatives:81.110, min_negatives:36, max_negatives:96
